Continent,Pays,Name,Net_Worth
Asie,Taiwan,Bruce Cheng,1.6
Asie,Taiwan,Scott Lin,1.5
Asie,Taiwan,Chao Teng-Hsiung,1.5
Asie,Taiwan,Chen Yung-Tai,1.5
Asie,Taiwan,Douglas Hsu,1.4
Asie,Taiwan,Richard Chang,1.3
Asie,Taiwan,Lin Ming-Hsiung,1.3
Asie,Taiwan,Tony Chen,1.2
Asie,Taiwan,Wu Chung-Yi,1.1
Asie,Taiwan,Chin Jong Hwa,1
Asie,Taiwan,Thomas Wu,1
Afrique,Tanzanie,Mohammed Dewji,1.3
Afrique,Tanzanie,Rostam Azizi,1
Asie,Thaïlande,Dhanin Chearavanont,13.6
Asie,Thaïlande,Charoen Sirivadhanabhakdi,13.2
Asie,Thaïlande,Krit Ratanarak,3.8
Asie,Thaïlande,Vanich Chaiyawan,3.7
Asie,Thaïlande,Prasert Prasarttong-Osoth,2.8
Asie,Thaïlande,Vichai Srivaddhanaprabha,2.6
Asie,Thaïlande,Thaksin Shinawatra,1.7
Asie,Thaïlande,Thongma Vijitpongpun,1.7
Asie,Thaïlande,Keeree Kanjanapas,1.7
Asie,Thaïlande,Sudthida Ratanarak,1.7
Asie,Thaïlande,Wichai Thongtang,1.6
Asie,Thaïlande,William Heinecke,1.4
Asie,Thaïlande,Surang Prempree,1.4
Asie,Thaïlande,Somphote Ahunai,1.4
Asie,Thaïlande,Kiat Chiaravanont,1.4
Asie,Thaïlande,Eddy Kusnadi Sariaatmadja,1.3
Asie,Thaïlande,Surin Upatkoon,1.3
Asie,Turquie,Murat Ulker,4.4
Asie,Turquie,Husnu Ozyegin,2.7
Asie,Turquie,Semahat Sevim Arsel,2.6
Asie,Turquie,Mustafa Rahmi Koc,2.5
Asie,Turquie,Ferit Faik Sahenk,2.5
Asie,Turquie,Sarik Tara,2.4
Asie,Turquie,Erman Ilicak,2.2
Asie,Turquie,Suna Kirac,2.2
Asie,Turquie,Filiz Sahenk,2.2
Asie,Turquie,Ali Ibrahim Agaoglu,1.8
Asie,Turquie,Ahsen Ozokur,1.7
Asie,Turquie,Bulent Eczacibasi,1.5
Asie,Turquie,Ahmet Calik,1.4
Asie,Turquie,Faruk Eczacibasi,1.4
Asie,Turquie,Ahmet Nazif Zorlu,1.4
Asie,Turquie,Mustafa Latif Topbas,1.4
Asie,Turquie,Hamdi Ulukaya,1.4
Asie,Turquie,Mehmet Aydinlar,1.3
Asie,Turquie,Mubariz Gurbanoglu,1.3
Asie,Turquie,Turgay Ciner,1.3
Asie,Turquie,Deniz Sahenk,1.3
Asie,Turquie,Mehmet Rustu Basaran,1.2
Asie,Turquie,Mehmet Nazif Gunal,1.2
Asie,Turquie,Mehmet Sinan Tara,1.2
Asie,Turquie,Mehmet Emin Karamehmet,1.2
Asie,Turquie,Mustafa Vehbi Koc,1.1
Asie,Turquie,Sevket Sabanci,1.1
Asie,Turquie,Aydin Dogan,1
Asie,Turquie,Suzan Sabanci Dincer,1
Asie,Turquie,Serra Sabanci,1
Asie,Turquie,Murat Vargi,1
Asie,Turquie,Fatma Yazici,1
Europe,Ukraine,Rinat Akhmetov,6.7
Europe,Ukraine,Victor Pinchuk,1.5
Europe,Ukraine,Ihor Kolomoyskyy,1.3
Europe,Ukraine,Henadiy Boholyubov,1.3
Europe,Ukraine,Yuriy Kosiuk,1.1
Amérique,Venezuela,Gustavo Cisneros,3.6
Amérique,Venezuela,Juan Carlos Escotet,3.3
Amérique,Venezuela,Lorenzo Mendoza,2.7
Asie,Vietnam,Pham Nhat Vuong,1.7
